USAF,WBAN,STATION NAME,ST,CALL,ELEV(M),BEGIN,END,lon,lat
722178,99999,ROBERT S KERR,OK,KRKR,137.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.617,35.017
722179,4968,NEW RICHMOND MUNICIPAL,WI,KRNH,303.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.533,45.15
722179,99999,NEW RICHMOND RGNL,WI,KRNH,304.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.533,45.15
722183,4972,BURNETT COUNTY AIRPORT,WI,KRZN,301.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.373,45.823
722183,99999,BURNETT CO,WI,KRZN,301.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.367,45.817
722187,93911,SHAWNEE MUNICIPAL AIRPO,OK,KSNL,327.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.943,35.357
722187,99999,SHAWNEE RGNL,OK,KSNL,327.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.95,35.35
722188,53985,SEARCY MUNICIPAL AIRPOR,AR,KSRC,80.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-91.737,35.212
722188,99999,SEARCY MUNI,AR,KSRC,80.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-91.738,35.211
722192,23033,AVENGER FIELD AIRPORT,TX,KSWW,725.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.466,32.473
722192,99999,AVENGER FLD,TX,KSWW,725.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-100.467,32.467
722199,53956,TAHLEQUAH MUNICIPAL ARP,OK,KTQH,266.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.004,35.929
722199,99999,TAHLEQUAH MUNI,OK,KTQH,266.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.0,35.933
722202,12985,GARNER FIELD AIRPORT,TX,KUVA,287.1,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.744,29.211
722202,99999,GARNER FLD,TX,KUVA,287.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-99.75,29.217
722204,4996,TRI-TOWNSHIP AIRPORT,IL,KSFY,187.8,2006-01-01T00:00:00.000000000,2024-10-26T00:00:00.000000000,-90.108,42.046
722204,99999,TRI TOWNSHIP,IL,KSFY,188.0,2004-05-25T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.1,42.05
722205,99999,THEDFORD(NEXRAD),NE,KLNX,905.0,2006-11-20T00:00:00.000000000,2006-11-20T00:00:00.000000000,-100.583,41.95
722209,12986,CALHOUN COUNTY AIRPORT,TX,KPKV,9.1,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.681,28.654
722209,99999,CALHOUN CO,TX,KPKV,9.0,2004-08-03T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.683,28.65
722211,94087,THOMAS COUNTY AIRPORT,NE,KTIF,888.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.569,41.964
722211,99999,THOMAS COUNTY,NE,KTIF,892.0,2004-09-04T00:00:00.000000000,2005-12-31T00:00:00.000000000,-100.567,41.967
722214,3070,MOORE COUNTY AIRPORT,TX,KDUX,1129.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.013,35.858
722214,99999,MOORE CO,TX,KDUX,1129.0,2004-08-24T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.013,35.858
722241,54925,WAYNE MUNICIPAL AIRPORT,NE,KLCG,434.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-96.983,42.242
722241,99999,WAYNE MUNI,NE,KLCG,436.0,2005-07-22T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.983,42.25
722242,99999,GALLIANO HELIPORT,LA,K2GL,2.0,2005-01-01T00:00:00.000000000,2008-06-26T00:00:00.000000000,-90.3,29.4
722293,99999,CAMERON,LA,KCVW,5.0,1981-09-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.3,29.784
722294,99999,GRAND CHENIER (LITTLE P,LA,K3L4,2.0,1987-01-17T00:00:00.000000000,2025-05-25T00:00:00.000000000,-92.804,29.8
722295,99999,SOUTH TIMBALIER,LA,KS58,1.0,1987-01-17T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.583,28.533
722296,99999,SHIP SHOAL 198G,LA,,2.0,1987-01-18T00:00:00.000000000,1992-11-28T00:00:00.000000000,-91.2,28.5
722297,99999,MISSISSIPPI CANYON 778,LA,,43.0,1987-02-28T00:00:00.000000000,2013-04-30T00:00:00.000000000,-93.35,28.15
722298,99999,VERMILLION AREA,LA,KVRX,1.0,1987-01-18T00:00:00.000000000,1988-07-30T00:00:00.000000000,-92.45,28.583
722303,99999,HIGH ISLAND,LA,,30.0,1987-01-17T00:00:00.000000000,1993-09-20T00:00:00.000000000,-94.4,28.13
722306,99999,EUGENE ISLAND,LA,,30.0,1987-01-18T00:00:00.000000000,1992-01-27T00:00:00.000000000,-91.78,28.47
722308,99999,FOURCHON (SAWRS),LA,K9F2,2.0,1987-01-18T00:00:00.000000000,2025-05-25T00:00:00.000000000,-90.2,29.1
722312,3908,HAMMOND MUNICIPAL AIRPO,LA,KHDC,13.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.418,30.521
722312,99999,HAMMOND,LA,KHDC,14.0,2002-04-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.417,30.517
722314,3934,NEW IBERIA/ACADIANA,LA,KARA,7.0,1981-07-24T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.883,30.033
722314,53915,ACADIANA REGIONAL AIRPO,LA,KARA,4.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.885,30.029
722314,99999,NEW IBERIA/ACADIANA,LA,KARA,7.0,2000-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-91.883,30.033
722315,53917,LAKEFRONT AIRPORT,LA,KNEW,0.9,1942-09-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.029,30.049
722315,99999,LAKEFRONT,LA,KNEW,2.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-90.017,30.033
722319,53943,NATCHITOCHES REGIONAL A,LA,KIER,36.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.099,31.736
722319,99999,NATCHITOCHES RGNL,LA,KIER,37.0,2002-04-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.1,31.733
722323,362,GATESVILLE MUNICIPAL AI,TX,KGOP,276.2,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.8,31.417
722323,99999,CITY COUNTY,TX,KGOP,275.8,2004-11-23T00:00:00.000000000,2008-12-31T00:00:00.000000000,-97.797,31.421
722324,3071,MIDLAND AIRPARK,TX,KMDD,854.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.101,32.036
722324,99999,MIDLAND AIRPARK,TX,KMDD,854.0,2004-11-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.101,32.037
722327,99999,LEEVILLE,LA,,2.0,1978-03-31T00:00:00.000000000,1985-07-27T00:00:00.000000000,-90.23,29.22
722328,99999,AMELIA / LAKE PALOURD,LA,K7R3,2.0,1978-04-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.1,29.7
722329,12936,HARRY P WILLIAMS MEMO A,LA,KPTN,2.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.333,29.717
722329,99999,HARRY P WILLIAMS MEM,LA,KPTN,3.0,1984-09-10T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.333,29.717
722334,3976,BEAUREGARD REGIONAL AIR,LA,KDRI,62.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.333,30.833
722334,99999,DE RIDDER,LA,KDRI,62.0,2004-12-28T00:00:00.000000000,2005-12-31T00:00:00.000000000,-93.333,30.833
722335,99999,WEST CAMERON,LA,,24.0,1976-11-02T00:00:00.000000000,1983-06-09T00:00:00.000000000,-93.02,28.33
722337,99999,EAST ADDITION B323,TX,,26.0,1980-06-12T00:00:00.000000000,1993-10-12T00:00:00.000000000,-93.75,28.22
722338,12994,JIM HOGG COUNTY AIRPORT,TX,KHBV,202.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.737,27.349
722338,99999,JIM HOGG CO,TX,KHBV,202.0,2004-08-24T00:00:00.000000000,2005-12-31T00:00:00.000000000,-98.733,27.35
722339,99999,PHI OIL PLATFORM,LA,K4C0,1.0,2004-10-05T00:00:00.000000000,2011-08-29T00:00:00.000000000,-93.183,29.783
722342,54931,TRACY MUNICIPAL AIRPORT,MN,KTKC,408.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.607,44.249
722342,99999,TRACY MUNI,MN,KTKC,408.0,2004-11-09T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.6,44.25
722351,12953,WHARTON REGIONAL AIRPOR,TX,KARM,30.5,2006-01-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-96.008,29.266
722351,99999,WHARTON RGNL,TX,KARM,31.0,2004-11-30T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.154,29.254
722354,13927,HAWKINS FIELD AIRPORT,MS,KHKS,101.7,2005-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-90.221,32.338
722354,99999,HAWKINS FLD,MS,KHKS,104.0,2001-07-05T00:00:00.000000000,2004-12-31T00:00:00.000000000,-90.217,32.333
722356,13939,MID DELTA RGNL,MS,KGLH,39.3,1942-01-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.985,33.483
722356,99999,GREENVILLE MUNI,MS,,40.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-90.983,33.483
722357,3961,HRDY-ANRES FD NTCHZ-ADA,MS,KHEZ,82.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.283,31.617
722357,99999,NATCHEZ/HARDY(AWOS),MS,KHEZ,83.0,1973-01-02T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.3,31.617
722362,93937,SULPHUR SPRINGS MUNICIP,TX,KSLR,149.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.617,33.167
722362,99999,SULPHER SPRINGS MUNI,TX,KSLR,149.0,2005-01-04T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.617,33.167
722363,23098,EDWARDS COUNTY AIRPORT,TX,KECU,723.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.173,29.947
722363,99999,EDWARDS CO,TX,KECU,723.0,2005-01-04T00:00:00.000000000,2005-12-31T00:00:00.000000000,-100.174,29.947
722375,99999,VERMILION B131,LA,,1.0,1976-12-06T00:00:00.000000000,1983-06-09T00:00:00.000000000,-92.18,29.07
722384,99999,HIGH ISLAND A572C,LA,,30.0,1989-02-28T00:00:00.000000000,1993-04-22T00:00:00.000000000,-93.98,27.95
722385,99999,VERMILION B215,LA,,1.0,1976-11-02T00:00:00.000000000,1980-09-30T00:00:00.000000000,-92.32,28.7
722390,3931,POLK ARMY AIRFIELD,LA,KPOE,100.6,1962-09-03T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.183,31.05
722390,99999,FORT POLK (ARMY),LA,KPOE,110.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-93.033,31.033
722393,99999,HIGH ISLAND A489B,LA,,0.0,1988-01-05T00:00:00.000000000,1993-03-30T00:00:00.000000000,-94.2,28.2
722394,99999,SHIP SHOAL B224A,LA,,32.0,1987-07-13T00:00:00.000000000,2005-02-17T00:00:00.000000000,-91.3,28.5
722395,99999,GRAND ISLE B95,LA,,1.0,1976-11-02T00:00:00.000000000,1983-06-09T00:00:00.000000000,-90.12,28.5
722396,99999,EUGENE ISLAND,LA,,1.0,1977-08-27T00:00:00.000000000,1983-06-09T00:00:00.000000000,-91.833,28.25
722397,99999,SHIP SHOAL PLATFORM,LA,,18.0,1978-04-01T00:00:00.000000000,1985-12-30T00:00:00.000000000,-91.22,28.68
722398,99999,SOUTH MARSH ISLAND,LA,,1.0,1984-06-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.98,28.3
722399,99999,ZAPATA-YORKTOWNTLAT,,,17.0,1985-02-01T00:00:00.000000000,2011-08-16T00:00:00.000000000,-94.417,27.417
722403,12968,SALT POINT,LA,KP92,1.0,2006-04-13T00:00:00.000000000,2024-06-19T00:00:00.000000000,-91.525,29.559
722403,99999,SALT POINT,LA,KP92,0.0,1985-02-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.533,29.56
722404,13941,CHENNAULT INTERNATIONAL,LA,KCWF,5.2,1988-01-05T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.143,30.21
722404,99999,CHENAULT AIRPARK,LA,KCWF,5.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-93.15,30.217
722406,12927,HOUMA-TERREBONNE AIRPOR,LA,KHUM,2.7,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.66,29.566
722406,99999,HOUMA-TERREBONNE,LA,KHUM,3.0,1955-10-27T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.66,29.567
722407,99999,CALCASIEU COAST GUARD S,LA,,1.0,1975-09-16T00:00:00.000000000,1982-09-12T00:00:00.000000000,-93.35,29.78
722408,99999,INTRACOASTAL CITY,LA,K7R4,5.0,1976-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.117,29.767
722409,99999,TENNECO PLATFORM,LA,,15.0,1976-09-01T00:00:00.000000000,1987-10-12T00:00:00.000000000,-93.0,28.0
722413,99999,FREEPORT SUPPLEMENTARY,,KFOQ,2.0,1987-01-17T00:00:00.000000000,1989-06-10T00:00:00.000000000,-95.32,29.0
722414,99999,SABINE PASS,TX,,5.0,1981-09-04T00:00:00.000000000,1984-01-13T00:00:00.000000000,-93.95,29.7
722415,99999,SABINE PASS COAST GUARD,TX,,1.0,1975-09-16T00:00:00.000000000,1986-07-20T00:00:00.000000000,-93.87,29.73
722420,12923,SCHOLES INTL AT GLSTON,TX,KGLS,1.5,1993-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.864,29.27
722420,99999,GALVESTON,TX,KGLS,16.0,1973-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-94.8,29.3
722423,12923,GALVESTON SCHOLES FIELD,TX,KGLS,2.7,1943-11-01T00:00:00.000000000,1963-10-01T00:00:00.000000000,-94.859,29.273
722423,99999,GALVESTON,TX,,2.0,1990-01-11T00:00:00.000000000,1991-02-04T00:00:00.000000000,-94.867,29.267
722425,99999,GALVESTON COAST GUARD S,TX,,1.0,1977-07-12T00:00:00.000000000,1979-07-04T00:00:00.000000000,-94.77,29.33
722426,99999,FREEPORT (SAWRS),TX,,2.0,1988-01-05T00:00:00.000000000,1990-07-01T00:00:00.000000000,-95.317,28.983
722427,12975,CLOVER FIELD AIRPORT,TX,KLVJ,11.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.242,29.519
722427,99999,PEARLAND RGNL,TX,KLVJ,13.0,2001-07-06T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.25,29.517
722429,53910,HOOKS MEMORIAL AIRPT,TX,KDWH,46.8,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.556,30.068
722429,99999,HOUSTON/D.W. HOOKS,TX,KDWH,46.0,1986-09-16T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.55,30.067
722433,99999,WEST HOUSTON,TX,KIWS,33.8,1985-01-30T00:00:00.000000000,1985-11-29T00:00:00.000000000,-95.673,29.818
722436,12906,ELLINGTON FIELD AIRPORT,TX,KEFD,9.8,1941-07-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.167,29.617
722436,99999,HOUSTON/ELLINGTON,TX,KEFD,10.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-95.167,29.6
722437,99999,FREEPORT COAST GUARD ST,TX,,2.0,1975-09-16T00:00:00.000000000,1986-06-16T00:00:00.000000000,-95.3,28.95
722439,99999,SOUTH BRAZOS A70,TX,,23.0,1984-01-01T00:00:00.000000000,1992-08-05T00:00:00.000000000,-95.87,28.02
722444,53902,MONTGOMERY COUNTY AIRPO,TX,KCXO,69.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.418,30.361
722444,99999,MONTGOMERY CO,TX,KCXO,75.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.417,30.35
722447,3901,LONGVIEW,TX,KGGG,113.7,1973-01-01T00:00:00.000000000,1991-01-31T00:00:00.000000000,-94.712,32.385
722447,53903,HUNTSVILLE MUNICIPAL AR,TX,KUTS,105.4,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.587,30.744
722447,99999,HUNTSVILLE,TX,KUTS,111.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.583,30.733
722448,13972,TYLER POUNDS REGIONAL A,TX,KTYR,159.5,1973-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.404,32.359
722448,99999,TYLER POUNDS RGNL,TX,KTYR,166.0,1946-07-26T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.4,32.35
722453,99999,SABINE PASS,TX,,3.0,1986-09-16T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.95,29.7
722469,53912,CAMPBELL FLD-CORSICANA,TX,KCRS,135.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.399,32.032
722469,99999,C DAVID CAMPBELL FLD,TX,KCRS,137.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.4,32.033
722479,53907,ARLINGTON MUNICIPAL AIR,TX,KGKY,179.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.095,32.658
722479,99999,ARLINGTON MUNI,TX,KGKY,191.0,1999-03-17T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.1,32.667
722484,53905,SHREVEPORT DOWNTOWN ARP,LA,KDTN,52.3,2000-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.746,32.54
722484,99999,SHREVEPORT DOWNTOWN,LA,KDTN,55.0,1981-09-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.745,32.54
722485,13944,BARKSDALE AIR FORCE BAS,LA,KBAD,50.6,1937-03-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.667,32.5
722485,99999,BARKSDALE AFB,LA,KBAD,51.0,2000-01-02T00:00:00.000000000,2004-12-31T00:00:00.000000000,-93.65,32.5
722488,3996,VICKSBURG/TALLULAH RGNL,LA,KTVR,25.2,2005-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-91.03,32.348
722488,99999,VICKSBURG\TALLULAH,LA,KTVR,26.0,1997-07-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.033,32.35
722489,53911,TERRELL MUNICIPAL AIRPO,TX,KTRL,143.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.269,32.713
722489,99999,TERRELL MUNI,TX,KTRL,144.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.267,32.717
722499,53948,A L MANGHAM JR RGNL ARP,TX,KOCH,108.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.709,31.578
722499,99999,A L MANGHAM JR RGNL,TX,KOCH,108.0,1992-02-26T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.71,31.578
722503,99999,VERMILLION,TX,,38.0,1987-04-03T00:00:00.000000000,1991-02-03T00:00:00.000000000,-92.467,28.583
722505,12904,VALLEY INTERNATIONAL AR,TX,KHRL,9.5,1942-03-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.656,26.23
722505,99999,VALLEY INTL,TX,KHRL,11.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-97.65,26.217
722508,12957,PORT ISABEL-CAMERON CO,TX,KPIL,5.1,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.338,26.16
722508,99999,PORT ISABEL CAMERON,TX,KPIL,6.0,1975-10-03T00:00:00.000000000,2004-12-31T00:00:00.000000000,-97.35,26.167
722517,12932,ALICE INTERNATIONAL ARP,TX,KALI,52.0,1946-08-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.025,27.741
722517,99999,ALICE INTL,TX,KALI,54.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-98.017,27.733
722518,12974,NAVAL AUXILIARY LANDING,TX,KNOG,71.0,2011-03-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.043,27.895
722518,99999,ORANGE GROVE NALF,TX,KNOG,78.0,1973-06-08T00:00:00.000000000,1997-07-23T00:00:00.000000000,-98.05,27.9
722519,99999,PORT ARANSAS COAST GUAR,TX,,1.0,1975-09-16T00:00:00.000000000,1986-06-24T00:00:00.000000000,-97.07,27.83
722520,12907,LAREDO INTERNATIONAL AI,TX,KLRD,150.6,2008-11-24T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.467,27.533
722520,12920,LAREDO INTL AIRPORT,TX,KLRD,155.0,1965-03-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.467,27.55
722520,99999,LAREDO INTL AIRPORT,TX,KLRD,155.0,1943-01-01T00:00:00.000000000,2008-11-23T00:00:00.000000000,-99.467,27.55
722521,99999,LAREDO INTL,TX,,164.0,1976-08-24T00:00:00.000000000,1979-07-27T00:00:00.000000000,-99.517,27.617
722523,12970,STINSON MINICIPAL AIRPO,TX,KSSF,173.1,1999-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.472,29.339
722523,99999,STINSON MUNI,TX,KSSF,176.0,1988-01-05T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.467,29.333
722524,12972,ARANSAS COUNTY AIRPORT,TX,KRKP,7.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.047,28.084
722524,99999,ARANSAS CO,TX,KRKP,7.0,1984-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.05,28.083
722527,12976,BRAZORIA COUNTY AIRPORT,TX,KLBX,7.7,2006-01-01T00:00:00.000000000,2025-05-23T00:00:00.000000000,-95.463,29.115
722527,99999,BRAZORIA CO,TX,KLBX,8.0,1989-07-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.467,29.117
722535,12909,LACKLAND AIR FORCE BASE,TX,KSKF,210.3,1937-07-07T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.583,29.383
722535,99999,LACKLAND AFB KELLY,TX,KSKF,211.0,1973-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-98.583,29.383
722536,12911,RANDOLPH AFB AIRPORT,TX,KRND,221.9,1938-04-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-98.262,29.533
722536,99999,RANDOLPH AFB,TX,KRND,232.0,2000-01-02T00:00:00.000000000,2004-12-30T00:00:00.000000000,-98.267,29.517
722537,12961,KRVL MUNI/LUIS SHRER FD,TX,KERV,492.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-99.083,29.983
722537,99999,KERRVILLE MUNI,TX,KERV,493.0,1973-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-99.086,29.977
722539,12979,SAN MARCOS MUNICIPAL AR,TX,KHYI,182.0,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.864,29.891
722539,99999,SAN MARCOS MUNI,TX,KHYI,182.0,1998-02-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.867,29.9
722541,53914,MCKINNEY MUNICIPAL ARPT,TX,KTKI,173.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.59,33.183
722541,99999,COLLIN CO RGNL,TX,KTKI,178.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.583,33.183
722542,3999,BURNET MUNICIPAL CRADOC,TX,KBMQ,386.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.235,30.741
722542,99999,BURNET MUNI KATE CR,TX,KBMQ,391.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.233,30.733
722543,12977,SUGAR LAND REGIONAL ARP,TX,KSGR,23.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.657,29.62
722543,99999,SUGER LAND RGNL,TX,KSGR,25.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.65,29.617
722545,13904,BERGSTROM AFB/AUSTI,TX,KAUS,150.9,1993-01-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.68,30.183
722545,99999,BERGSTROM AFB/AUSTI,TX,KBSM,165.0,1942-10-17T00:00:00.000000000,1992-12-31T00:00:00.000000000,-97.683,30.2
722547,53942,GEORGETOWN MUNICIPAL AR,TX,KGTU,239.9,2006-01-01T00:00:00.000000000,2025-05-21T00:00:00.000000000,-97.679,30.679
722547,99999,GEORGETOWN MUNI,TX,KGTU,241.0,1992-04-09T00:00:00.000000000,1997-07-28T00:00:00.000000000,-97.683,30.683
722552,93929,GAINESVILLE MUNICIPAL A,TX,KGLE,255.7,2006-01-01T00:00:00.000000000,2025-05-26T00:00:00.000000000,-97.197,33.651
722552,99999,GAINESVILLE MUNI,TX,KGLE,258.0,2002-04-30T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.197,33.651
722553,53928,BRENHAM MUNI,TX,K11R,93.9,2006-01-01T00:00:00.000000000,2013-05-01T00:00:00.000000000,-96.374,30.219
722553,99999,BRENHAM MUNI,TX,,93.9,2002-04-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.374,30.219
722554,12978,FAYETTE RGNL AIR CTR,TX,K3T5,98.8,2006-01-01T00:00:00.000000000,2013-05-01T00:00:00.000000000,-96.95,29.908
722554,99999,FAYETTE RGNL AIR CNTR,TX,,98.8,2002-04-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-96.95,29.908
722557,99999,PORT OCONNOR (CGS),TX,8R9,3.0,1975-09-16T00:00:00.000000000,1986-07-21T00:00:00.000000000,-96.433,28.433
722561,99999,TSTC WACO,TX,KCNW,143.3,2007-06-05T00:00:00.000000000,2025-05-25T00:00:00.000000000,-97.074,31.638
722563,53952,MC GREGOR EXECUTIVE ARP,TX,KPWG,180.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.316,31.485
722563,99999,MC GREGOR EXECUTIVE,TX,KPWG,180.0,1992-04-08T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.317,31.483
722570,3933,HOOD AAF AIRPORT,TX,KHLR,281.6,1960-11-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.717,31.133
722570,99999,FT HOOD AAF/KILLEEN,TX,KHLR,282.0,2000-01-04T00:00:00.000000000,2004-12-31T00:00:00.000000000,-97.717,31.1
722575,3972,KILLEEN MUNICIPAL AIRPO,TX,KILE,256.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-97.683,31.083
722575,99999,KILLEEN MUNI (AWOS),TX,KILE,258.0,1946-05-15T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.683,31.083
